,path,labels,hog_features
4835,/content/vehicle-detection-image-set/data/vehicles/2029.png,1.0,[0.39064698 0.         0.         ... 0.         0.         0.        ]
4836,/content/vehicle-detection-image-set/data/vehicles/2221.png,1.0,[0.07569533 0.         0.09740442 ... 0.         0.         0.        ]
4837,/content/vehicle-detection-image-set/data/non-vehicles/image2689.png,0.0,[0.28361925 0.09660209 0.         ... 0.06328946 0.         0.        ]
4838,/content/vehicle-detection-image-set/data/vehicles/4746.png,1.0,[0.36722969 0.04750549 0.         ... 0.27022825 0.12667435 0.2710022 ]
4839,/content/vehicle-detection-image-set/data/non-vehicles/extra222.png,0.0,[0.32336435 0.         0.         ... 0.         0.         0.        ]
4840,/content/vehicle-detection-image-set/data/vehicles/middle (267).png,1.0,[0.21870351 0.         0.         ... 0.         0.         0.        ]
4841,/content/vehicle-detection-image-set/data/non-vehicles/image2188.png,0.0,[0.22171234 0.23840521 0.         ... 0.22341716 0.27415413 0.        ]
4842,/content/vehicle-detection-image-set/data/non-vehicles/image715.png,0.0,[0.37221876 0.         0.         ... 0.16103914 0.         0.        ]
4843,/content/vehicle-detection-image-set/data/vehicles/3056.png,1.0,[0.18746772 0.14123699 0.         ... 0.07333439 0.05185524 0.07333439]
4844,/content/vehicle-detection-image-set/data/non-vehicles/extra2033.png,0.0,[0.15224472 0.30934923 0.27446307 ... 0.31046235 0.13191398 0.        ]
4845,/content/vehicle-detection-image-set/data/vehicles/left (745).png,1.0,[0.11398993 0.28018996 0.         ... 0.         0.         0.        ]
4846,/content/vehicle-detection-image-set/data/non-vehicles/extra5197.png,0.0,[0.29655374 0.29655374 0.13732431 ... 0.13469244 0.19870995 0.09524194]
4847,/content/vehicle-detection-image-set/data/non-vehicles/extra5393.png,0.0,[0.04477266 0.02002294 0.         ... 0.         0.0429436  0.        ]
4848,/content/vehicle-detection-image-set/data/vehicles/3936.png,1.0,[0.18844651 0.         0.08883453 ... 0.         0.         0.        ]
4849,/content/vehicle-detection-image-set/data/vehicles/4852.png,1.0,[0.31962676 0.         0.         ... 0.31171029 0.         0.        ]
4850,/content/vehicle-detection-image-set/data/vehicles/far (712).png,1.0,[0.02932986 0.         0.         ... 0.         0.         0.        ]
4851,/content/vehicle-detection-image-set/data/non-vehicles/extra4653.png,0.0,[0. 0. 0. ... 0. 0. 0.]
4852,/content/vehicle-detection-image-set/data/vehicles/left (465).png,1.0,[0.30457668 0.         0.         ... 0.05487623 0.04364226 0.        ]
4853,/content/vehicle-detection-image-set/data/vehicles/3447.png,1.0,[0.24800114 0.08128916 0.12753693 ... 0.         0.         0.        ]
4854,/content/vehicle-detection-image-set/data/vehicles/2900.png,1.0,[0.28565696 0.         0.         ... 0.         0.18458715 0.        ]
4855,/content/vehicle-detection-image-set/data/non-vehicles/image1987.png,0.0,[0.06579603 0.         0.         ... 0.09542455 0.2684628  0.2684628 ]
4856,/content/vehicle-detection-image-set/data/vehicles/middle (387).png,1.0,[0.34524723 0.         0.030421   ... 0.         0.         0.        ]
4857,/content/vehicle-detection-image-set/data/non-vehicles/extra3121.png,0.0,[0.27239752 0.         0.17947995 ... 0.         0.         0.        ]
4858,/content/vehicle-detection-image-set/data/non-vehicles/image3407.png,0.0,[0.10766732 0.         0.         ... 0.         0.29672714 0.24695324]
4859,/content/vehicle-detection-image-set/data/non-vehicles/image3449.png,0.0,[0.16638136 0.20797671 0.11764938 ... 0.         0.3101387  0.3101387 ]
4860,/content/vehicle-detection-image-set/data/non-vehicles/extra2521.png,0.0,[0.30821032 0.09865343 0.1247878  ... 0.         0.         0.07618964]
4861,/content/vehicle-detection-image-set/data/vehicles/3516.png,1.0,[0.27019968 0.15359591 0.         ... 0.14394306 0.         0.07909811]
4862,/content/vehicle-detection-image-set/data/non-vehicles/image711.png,0.0,[0.3362292  0.         0.         ... 0.12728787 0.         0.        ]
4863,/content/vehicle-detection-image-set/data/non-vehicles/extra2028.png,0.0,[0.25987264 0.13198781 0.         ... 0.         0.28274458 0.28274458]
4864,/content/vehicle-detection-image-set/data/non-vehicles/extra45.png,0.0,[0.05052247 0.11297168 0.         ... 0.0270541  0.         0.        ]
4865,/content/vehicle-detection-image-set/data/non-vehicles/extra5456.png,0.0,[0.30021776 0.         0.25255976 ... 0.         0.04272449 0.        ]
4866,/content/vehicle-detection-image-set/data/vehicles/4260.png,1.0,[0.02276823 0.         0.         ... 0.         0.         0.        ]
4867,/content/vehicle-detection-image-set/data/non-vehicles/extra4690.png,0.0,[0.15242469 0.         0.         ... 0.         0.         0.        ]
4868,/content/vehicle-detection-image-set/data/non-vehicles/extra3599.png,0.0,[0.44015524 0.         0.         ... 0.         0.         0.        ]
4869,/content/vehicle-detection-image-set/data/vehicles/726.png,1.0,[0.18435217 0.08330471 0.         ... 0.         0.         0.        ]
4870,/content/vehicle-detection-image-set/data/vehicles/left (55).png,1.0,[0.00585131 0.         0.         ... 0.         0.         0.        ]
4871,/content/vehicle-detection-image-set/data/non-vehicles/extra134.png,0.0,[0.15292972 0.         0.         ... 0.0199754  0.         0.        ]
4872,/content/vehicle-detection-image-set/data/vehicles/right (546).png,1.0,[0.27378472 0.         0.09257501 ... 0.         0.20284163 0.        ]
4873,/content/vehicle-detection-image-set/data/non-vehicles/image2039.png,0.0,[0.31466489 0.         0.         ... 0.         0.06021053 0.        ]
4874,/content/vehicle-detection-image-set/data/vehicles/left (299).png,1.0,[0.12063795 0.         0.         ... 0.         0.         0.        ]
4875,/content/vehicle-detection-image-set/data/vehicles/932.png,1.0,[0.01370537 0.         0.         ... 0.         0.         0.        ]
4876,/content/vehicle-detection-image-set/data/non-vehicles/image2108.png,0.0,[0.24351331 0.21802983 0.2795443  ... 0.         0.20152385 0.        ]
4877,/content/vehicle-detection-image-set/data/non-vehicles/image25.png,0.0,[0.01500325 0.         0.         ... 0.07402718 0.         0.        ]
4878,/content/vehicle-detection-image-set/data/non-vehicles/image367.png,0.0,[0.15752447 0.         0.         ... 0.         0.         0.        ]
4879,/content/vehicle-detection-image-set/data/non-vehicles/extra3382.png,0.0,[0.27768487 0.21222045 0.         ... 0.         0.02690475 0.02498044]
4880,/content/vehicle-detection-image-set/data/non-vehicles/extra1980.png,0.0,[0.10485104 0.         0.         ... 0.0824087  0.         0.        ]
4881,/content/vehicle-detection-image-set/data/vehicles/1103.png,1.0,[0.40253882 0.40253882 0.         ... 0.         0.         0.        ]
4882,/content/vehicle-detection-image-set/data/vehicles/4129.png,1.0,[0.3587513  0.10232753 0.         ... 0.         0.09376065 0.        ]
4883,/content/vehicle-detection-image-set/data/vehicles/left (668).png,1.0,[0.13313551 0.05120597 0.05793294 ... 0.09349053 0.20472258 0.33251367]
4884,/content/vehicle-detection-image-set/data/non-vehicles/image3877.png,0.0,[0.40101472 0.10389536 0.         ... 0.14361763 0.         0.        ]
4885,/content/vehicle-detection-image-set/data/non-vehicles/image1115.png,0.0,[0.04219868 0.         0.         ... 0.         0.         0.        ]
4886,/content/vehicle-detection-image-set/data/non-vehicles/extra2057.png,0.0,[0.21208622 0.         0.         ... 0.         0.         0.        ]
4887,/content/vehicle-detection-image-set/data/non-vehicles/image2190.png,0.0,[0.08741815 0.         0.         ... 0.20944126 0.26052173 0.        ]
4888,/content/vehicle-detection-image-set/data/non-vehicles/extra357.png,0.0,[0.30004254 0.1763191  0.         ... 0.         0.         0.        ]
4889,/content/vehicle-detection-image-set/data/vehicles/5893.png,1.0,[0.27032999 0.         0.         ... 0.05693236 0.         0.        ]
4890,/content/vehicle-detection-image-set/data/non-vehicles/extra605.png,0.0,[0.32749034 0.32749034 0.         ... 0.         0.22560098 0.2757929 ]
4891,/content/vehicle-detection-image-set/data/non-vehicles/extra4024.png,0.0,[0.23468239 0.2186524  0.297927   ... 0.         0.         0.        ]
4892,/content/vehicle-detection-image-set/data/vehicles/2651.png,1.0,[0.25096284 0.1451913  0.28741593 ... 0.07087697 0.         0.        ]
4893,/content/vehicle-detection-image-set/data/non-vehicles/extra3418.png,0.0,[0.33106531 0.         0.33106531 ... 0.0635401  0.10046573 0.        ]
4894,/content/vehicle-detection-image-set/data/vehicles/left (41).png,1.0,[0.32690564 0.         0.         ... 0.         0.25746643 0.        ]
4895,/content/vehicle-detection-image-set/data/non-vehicles/image2655.png,0.0,[0.11898867 0.23169548 0.         ... 0.12701084 0.26981139 0.        ]
4896,/content/vehicle-detection-image-set/data/vehicles/4654.png,1.0,[0.17844879 0.         0.         ... 0.         0.         0.        ]
4897,/content/vehicle-detection-image-set/data/vehicles/right (431).png,1.0,[0.40020333 0.         0.         ... 0.         0.         0.        ]
4898,/content/vehicle-detection-image-set/data/non-vehicles/image2834.png,0.0,[0.27820791 0.14790305 0.         ... 0.         0.09248915 0.        ]
4899,/content/vehicle-detection-image-set/data/non-vehicles/image2113.png,0.0,[0.22235411 0.         0.         ... 0.         0.28573497 0.        ]
4900,/content/vehicle-detection-image-set/data/non-vehicles/extra3607.png,0.0,[0.34564662 0.06511917 0.         ... 0.         0.         0.        ]
4901,/content/vehicle-detection-image-set/data/vehicles/4738.png,1.0,[0.31055223 0.         0.         ... 0.07528749 0.         0.19902285]
4902,/content/vehicle-detection-image-set/data/non-vehicles/extra1533.png,0.0,[0.03283049 0.         0.         ... 0.         0.11856688 0.        ]
4903,/content/vehicle-detection-image-set/data/non-vehicles/extra4065.png,0.0,[0.25912596 0.         0.23960355 ... 0.03850564 0.         0.        ]
4904,/content/vehicle-detection-image-set/data/non-vehicles/image3860.png,0.0,[0.37653395 0.         0.         ... 0.36726336 0.         0.        ]
4905,/content/vehicle-detection-image-set/data/vehicles/far (694).png,1.0,[0.30417247 0.         0.         ... 0.         0.         0.        ]
4906,/content/vehicle-detection-image-set/data/non-vehicles/image207.png,0.0,[0.23528978 0.2801905  0.17201027 ... 0.         0.         0.12308396]
4907,/content/vehicle-detection-image-set/data/non-vehicles/image2408.png,0.0,[0.10179932 0.         0.         ... 0.23397771 0.         0.        ]
4908,/content/vehicle-detection-image-set/data/non-vehicles/image2636.png,0.0,[0.11942974 0.         0.         ... 0.         0.         0.        ]
4909,/content/vehicle-detection-image-set/data/vehicles/2184.png,1.0,[0.20748263 0.         0.         ... 0.         0.         0.        ]
4910,/content/vehicle-detection-image-set/data/vehicles/5841.png,1.0,[0.29893426 0.         0.         ... 0.30459817 0.26188265 0.        ]
4911,/content/vehicle-detection-image-set/data/vehicles/748.png,1.0,[0.12659428 0.         0.         ... 0.         0.         0.        ]
4912,/content/vehicle-detection-image-set/data/non-vehicles/image3383.png,0.0,[0.29253085 0.         0.         ... 0.29247927 0.         0.15914106]
4913,/content/vehicle-detection-image-set/data/vehicles/5190.png,1.0,[0.22915137 0.         0.         ... 0.10154056 0.         0.        ]
4914,/content/vehicle-detection-image-set/data/non-vehicles/image2479.png,0.0,[0.18739215 0.         0.0530025  ... 0.         0.10038601 0.        ]
4915,/content/vehicle-detection-image-set/data/vehicles/middle (121).png,1.0,[0.15401471 0.         0.         ... 0.         0.0382642  0.37053793]
4916,/content/vehicle-detection-image-set/data/vehicles/1394.png,1.0,[0.27744441 0.         0.         ... 0.         0.         0.        ]
4917,/content/vehicle-detection-image-set/data/vehicles/5440.png,1.0,[0.03572586 0.         0.         ... 0.14951335 0.         0.05419459]
4918,/content/vehicle-detection-image-set/data/vehicles/2894.png,1.0,[0.34236398 0.         0.         ... 0.         0.         0.        ]
4919,/content/vehicle-detection-image-set/data/vehicles/right (25).png,1.0,[0.33736966 0.         0.         ... 0.         0.1752848  0.06441182]
4920,/content/vehicle-detection-image-set/data/vehicles/left (409).png,1.0,[0.01375049 0.         0.         ... 0.18367902 0.09646286 0.        ]
4921,/content/vehicle-detection-image-set/data/non-vehicles/extra5540.png,0.0,[0.13064937 0.         0.         ... 0.19457169 0.         0.        ]
4922,/content/vehicle-detection-image-set/data/non-vehicles/extra4008.png,0.0,[0.06617426 0.         0.         ... 0.06413902 0.         0.        ]
4923,/content/vehicle-detection-image-set/data/non-vehicles/image1388.png,0.0,[0.14889354 0.         0.         ... 0.23890524 0.257759   0.20032814]
4924,/content/vehicle-detection-image-set/data/non-vehicles/image917.png,0.0,[0.06127384 0.         0.         ... 0.16408521 0.         0.        ]
4925,/content/vehicle-detection-image-set/data/non-vehicles/image3515.png,0.0,[0.15701627 0.         0.         ... 0.0667052  0.13387228 0.        ]
4926,/content/vehicle-detection-image-set/data/non-vehicles/image2617.png,0.0,[0.05334337 0.         0.         ... 0.         0.         0.        ]
4927,/content/vehicle-detection-image-set/data/vehicles/4815.png,1.0,[0.03447908 0.         0.         ... 0.         0.         0.        ]
4928,/content/vehicle-detection-image-set/data/vehicles/left (605).png,1.0,[0.18533626 0.         0.15444689 ... 0.         0.14831455 0.        ]
4929,/content/vehicle-detection-image-set/data/non-vehicles/image1769.png,0.0,[0.28755271 0.         0.21042216 ... 0.         0.         0.        ]
4930,/content/vehicle-detection-image-set/data/vehicles/5707.png,1.0,[0.36407369 0.07217336 0.         ... 0.         0.         0.        ]
4931,/content/vehicle-detection-image-set/data/non-vehicles/extra28.png,0.0,[0.33687628 0.30350447 0.         ... 0.3253553  0.3253553  0.3253553 ]
4932,/content/vehicle-detection-image-set/data/non-vehicles/extra376.png,0.0,[0.33443831 0.         0.         ... 0.         0.         0.        ]
4933,/content/vehicle-detection-image-set/data/vehicles/far (191).png,1.0,[0.29594874 0.19222666 0.1802234  ... 0.         0.30849065 0.        ]
4934,/content/vehicle-detection-image-set/data/vehicles/3245.png,1.0,[0.28734323 0.         0.         ... 0.         0.         0.        ]
4935,/content/vehicle-detection-image-set/data/non-vehicles/extra865.png,0.0,[0.0749172  0.         0.         ... 0.         0.25394456 0.19714459]
4936,/content/vehicle-detection-image-set/data/vehicles/5694.png,1.0,[0.3423799 0.        0.        ... 0.        0.        0.       ]
4937,/content/vehicle-detection-image-set/data/non-vehicles/extra896.png,0.0,[0.01859533 0.         0.         ... 0.32720921 0.         0.        ]
4938,/content/vehicle-detection-image-set/data/non-vehicles/extra2826.png,0.0,[0.23064454 0.         0.30479305 ... 0.         0.         0.        ]
4939,/content/vehicle-detection-image-set/data/non-vehicles/extra5043.png,0.0,[0.04025582 0.         0.         ... 0.24521483 0.         0.        ]
4940,/content/vehicle-detection-image-set/data/vehicles/1546.png,1.0,[0.33700664 0.         0.         ... 0.2552191  0.         0.17596604]
4941,/content/vehicle-detection-image-set/data/non-vehicles/extra5379.png,0.0,[0.32554437 0.         0.         ... 0.08131651 0.         0.        ]
4942,/content/vehicle-detection-image-set/data/vehicles/2653.png,1.0,[0.3795896  0.         0.         ... 0.07346965 0.         0.        ]
4943,/content/vehicle-detection-image-set/data/non-vehicles/image139.png,0.0,[0.03673131 0.         0.         ... 0.32824661 0.         0.        ]
4944,/content/vehicle-detection-image-set/data/non-vehicles/extra448.png,0.0,[0.14580457 0.         0.         ... 0.         0.04489328 0.        ]
4945,/content/vehicle-detection-image-set/data/non-vehicles/extra2860.png,0.0,[0.04031696 0.         0.         ... 0.28192006 0.28192006 0.        ]
4946,/content/vehicle-detection-image-set/data/vehicles/2895.png,1.0,[0.24701755 0.         0.         ... 0.         0.         0.        ]
4947,/content/vehicle-detection-image-set/data/non-vehicles/image1995.png,0.0,[0.34540648 0.19323884 0.         ... 0.3348317  0.39171989 0.23599079]
4948,/content/vehicle-detection-image-set/data/vehicles/3621.png,1.0,[0.12117502 0.10423869 0.15423063 ... 0.         0.         0.        ]
4949,/content/vehicle-detection-image-set/data/non-vehicles/extra462.png,0.0,[0.18356415 0.16546248 0.22945519 ... 0.         0.08000409 0.        ]
4950,/content/vehicle-detection-image-set/data/vehicles/left (166).png,1.0,[0.32043443 0.         0.         ... 0.06256574 0.         0.        ]
4951,/content/vehicle-detection-image-set/data/vehicles/far (334).png,1.0,[0.14681866 0.14698503 0.         ... 0.         0.         0.        ]
4952,/content/vehicle-detection-image-set/data/vehicles/4267.png,1.0,[0.50806286 0.         0.         ... 0.         0.         0.        ]
4953,/content/vehicle-detection-image-set/data/vehicles/97.png,1.0,[0.18247702 0.10200776 0.         ... 0.30526025 0.         0.        ]
4954,/content/vehicle-detection-image-set/data/non-vehicles/image3783.png,0.0,[0.13773407 0.         0.         ... 0.14483812 0.         0.        ]
4955,/content/vehicle-detection-image-set/data/non-vehicles/image2538.png,0.0,[0.31613668 0.2107337  0.         ... 0.         0.25999387 0.27121942]
4956,/content/vehicle-detection-image-set/data/non-vehicles/image1820.png,0.0,[0.30236094 0.15492416 0.08763833 ... 0.21778693 0.15691225 0.        ]
4957,/content/vehicle-detection-image-set/data/vehicles/left (714).png,1.0,[0.06306305 0.         0.         ... 0.20049328 0.         0.10584232]
4958,/content/vehicle-detection-image-set/data/non-vehicles/image1317.png,0.0,[0.22981755 0.10001362 0.11181863 ... 0.24075027 0.         0.        ]
4959,/content/vehicle-detection-image-set/data/non-vehicles/extra1475.png,0.0,[0.06542805 0.         0.23590417 ... 0.         0.12728463 0.        ]
4960,/content/vehicle-detection-image-set/data/non-vehicles/extra4615.png,0.0,[0.03178595 0.         0.         ... 0.         0.         0.        ]
4961,/content/vehicle-detection-image-set/data/vehicles/5586.png,1.0,[0.01175002 0.         0.         ... 0.         0.         0.        ]
4962,/content/vehicle-detection-image-set/data/non-vehicles/extra1973.png,0.0,[0.09705537 0.         0.         ... 0.23741453 0.         0.        ]
4963,/content/vehicle-detection-image-set/data/non-vehicles/extra183.png,0.0,[0.27429443 0.         0.         ... 0.         0.28678585 0.        ]
4964,/content/vehicle-detection-image-set/data/non-vehicles/extra5194.png,0.0,[0.05853445 0.         0.         ... 0.22887694 0.         0.        ]
4965,/content/vehicle-detection-image-set/data/non-vehicles/extra3784.png,0.0,[0.04167981 0.         0.         ... 0.         0.         0.        ]
4966,/content/vehicle-detection-image-set/data/non-vehicles/extra867.png,0.0,[0.07654279 0.         0.10824785 ... 0.30516986 0.         0.        ]
4967,/content/vehicle-detection-image-set/data/vehicles/1289.png,1.0,[0.09323466 0.         0.         ... 0.0781489  0.18086482 0.26391884]
4968,/content/vehicle-detection-image-set/data/vehicles/left (347).png,1.0,[0.20863391 0.         0.         ... 0.         0.3890164  0.3890164 ]
4969,/content/vehicle-detection-image-set/data/non-vehicles/image1976.png,0.0,[0.12425011 0.         0.         ... 0.         0.02976226 0.        ]
4970,/content/vehicle-detection-image-set/data/vehicles/4384.png,1.0,[0.37079285 0.         0.         ... 0.0717324  0.         0.        ]
4971,/content/vehicle-detection-image-set/data/vehicles/5736.png,1.0,[0.28376365 0.28376365 0.         ... 0.         0.         0.46751784]
4972,/content/vehicle-detection-image-set/data/non-vehicles/extra46.png,0.0,[0.26872667 0.         0.24859245 ... 0.         0.         0.        ]
4973,/content/vehicle-detection-image-set/data/vehicles/far (529).png,1.0,[0.06351221 0.         0.         ... 0.13620037 0.         0.14773005]
4974,/content/vehicle-detection-image-set/data/non-vehicles/extra1278.png,0.0,[0.03819092 0.         0.         ... 0.11843859 0.         0.        ]
4975,/content/vehicle-detection-image-set/data/non-vehicles/extra3498.png,0.0,[0.29268708 0.         0.         ... 0.11923563 0.2417607  0.30041697]
4976,/content/vehicle-detection-image-set/data/vehicles/left (303).png,1.0,[0.22026495 0.         0.         ... 0.07642492 0.         0.03417826]
4977,/content/vehicle-detection-image-set/data/non-vehicles/extra784.png,0.0,[0.04811619 0.         0.         ... 0.17238549 0.         0.27280192]
4978,/content/vehicle-detection-image-set/data/non-vehicles/extra4155.png,0.0,[0.16451166 0.         0.19399999 ... 0.01538118 0.         0.        ]
4979,/content/vehicle-detection-image-set/data/vehicles/5271.png,1.0,[0.18325075 0.         0.         ... 0.         0.         0.10041046]
4980,/content/vehicle-detection-image-set/data/vehicles/1118.png,1.0,[0.30416628 0.         0.08082753 ... 0.         0.1233005  0.25000256]
4981,/content/vehicle-detection-image-set/data/vehicles/left (264).png,1.0,[0.08252678 0.         0.         ... 0.29045156 0.         0.        ]
4982,/content/vehicle-detection-image-set/data/non-vehicles/extra509.png,0.0,[0.04585958 0.         0.         ... 0.         0.         0.        ]
4983,/content/vehicle-detection-image-set/data/vehicles/2406.png,1.0,[0.15950769 0.         0.         ... 0.         0.05028832 0.09083926]
4984,/content/vehicle-detection-image-set/data/vehicles/3013.png,1.0,[0.         0.         0.         ... 0.07555795 0.2609305  0.        ]
4985,/content/vehicle-detection-image-set/data/non-vehicles/image2596.png,0.0,[0.12481628 0.         0.34984049 ... 0.25951426 0.21596108 0.        ]
4986,/content/vehicle-detection-image-set/data/non-vehicles/image1315.png,0.0,[0.26243011 0.         0.         ... 0.10005979 0.26561217 0.08775825]
4987,/content/vehicle-detection-image-set/data/non-vehicles/extra3130.png,0.0,[0.09587052 0.         0.         ... 0.         0.         0.        ]
4988,/content/vehicle-detection-image-set/data/vehicles/left (885).png,1.0,[0.16830535 0.10677859 0.         ... 0.         0.         0.        ]
4989,/content/vehicle-detection-image-set/data/non-vehicles/extra621.png,0.0,[0.3092471  0.         0.         ... 0.26486591 0.26486591 0.        ]
4990,/content/vehicle-detection-image-set/data/non-vehicles/image393.png,0.0,[0.38976609 0.         0.         ... 0.19447851 0.12072334 0.        ]
4991,/content/vehicle-detection-image-set/data/non-vehicles/extra3919.png,0.0,[0.33111444 0.         0.         ... 0.         0.         0.        ]
4992,/content/vehicle-detection-image-set/data/vehicles/2614.png,1.0,[0.36186026 0.         0.         ... 0.23393901 0.         0.16869581]
4993,/content/vehicle-detection-image-set/data/vehicles/615.png,1.0,[0.31860129 0.06297261 0.         ... 0.28229203 0.         0.        ]
4994,/content/vehicle-detection-image-set/data/vehicles/3061.png,1.0,[0.18069228 0.         0.         ... 0.         0.         0.        ]
4995,/content/vehicle-detection-image-set/data/non-vehicles/extra157.png,0.0,[0.25383838 0.         0.         ... 0.25706359 0.27904545 0.27904545]
4996,/content/vehicle-detection-image-set/data/vehicles/2800.png,1.0,[0.13871639 0.         0.         ... 0.         0.26021317 0.26508307]
4997,/content/vehicle-detection-image-set/data/non-vehicles/extra1894.png,0.0,[0.17084963 0.25468759 0.16107856 ... 0.28229942 0.         0.        ]
4998,/content/vehicle-detection-image-set/data/non-vehicles/image1018.png,0.0,[0.19698695 0.         0.         ... 0.         0.         0.        ]
4999,/content/vehicle-detection-image-set/data/vehicles/1370.png,1.0,[0.28315997 0.         0.09984824 ... 0.27554513 0.         0.        ]
5000,/content/vehicle-detection-image-set/data/vehicles/879.png,1.0,[0.05667187 0.         0.         ... 0.         0.         0.        ]
5001,/content/vehicle-detection-image-set/data/vehicles/4442.png,1.0,[0.33596234 0.         0.         ... 0.26288296 0.         0.15225009]
5002,/content/vehicle-detection-image-set/data/vehicles/right (147).png,1.0,[0.15565772 0.10747782 0.06186588 ... 0.05889944 0.26676188 0.        ]
5003,/content/vehicle-detection-image-set/data/non-vehicles/extra5300.png,0.0,[0.39808935 0.         0.         ... 0.24826337 0.32725759 0.        ]
5004,/content/vehicle-detection-image-set/data/non-vehicles/extra2212.png,0.0,[0.21114233 0.         0.         ... 0.         0.         0.        ]
5005,/content/vehicle-detection-image-set/data/vehicles/5768.png,1.0,[0.15596915 0.         0.         ... 0.         0.         0.53926259]
5006,/content/vehicle-detection-image-set/data/non-vehicles/image3834.png,0.0,[0.14940666 0.         0.20135709 ... 0.         0.2406122  0.25257872]
5007,/content/vehicle-detection-image-set/data/vehicles/5436.png,1.0,[0.27746892 0.12792009 0.23354802 ... 0.         0.         0.        ]
5008,/content/vehicle-detection-image-set/data/vehicles/right (309).png,1.0,[0.3563984  0.         0.         ... 0.0174017  0.01079208 0.        ]
5009,/content/vehicle-detection-image-set/data/vehicles/3169.png,1.0,[0.11867931 0.         0.27105351 ... 0.1378519  0.         0.40438427]
5010,/content/vehicle-detection-image-set/data/non-vehicles/image626.png,0.0,[0.2753148  0.         0.2753148  ... 0.18777543 0.14844953 0.31360988]
5011,/content/vehicle-detection-image-set/data/vehicles/166.png,1.0,[0.09896431 0.         0.         ... 0.         0.         0.        ]
5012,/content/vehicle-detection-image-set/data/vehicles/5953.png,1.0,[0.13705582 0.05469202 0.2437191  ... 0.11407326 0.20258353 0.10004887]
5013,/content/vehicle-detection-image-set/data/vehicles/653.png,1.0,[0.27869182 0.         0.         ... 0.         0.         0.        ]
5014,/content/vehicle-detection-image-set/data/non-vehicles/extra2066.png,0.0,[0.36717828 0.         0.         ... 0.15880595 0.         0.        ]
5015,/content/vehicle-detection-image-set/data/non-vehicles/image2805.png,0.0,[0.31909948 0.         0.         ... 0.         0.30038757 0.30365404]
5016,/content/vehicle-detection-image-set/data/vehicles/left (631).png,1.0,[0.28105854 0.         0.28105854 ... 0.         0.         0.        ]
5017,/content/vehicle-detection-image-set/data/vehicles/far (704).png,1.0,[0.28659181 0.         0.         ... 0.         0.31909636 0.14803897]
5018,/content/vehicle-detection-image-set/data/vehicles/1448.png,1.0,[0.29564902 0.24327601 0.1389217  ... 0.         0.02930255 0.        ]
5019,/content/vehicle-detection-image-set/data/non-vehicles/extra3007.png,0.0,[0.22816674 0.26436338 0.2561576  ... 0.11449434 0.08941254 0.20014306]
5020,/content/vehicle-detection-image-set/data/non-vehicles/extra4539.png,0.0,[0.0659359 0.        0.        ... 0.        0.        0.       ]
5021,/content/vehicle-detection-image-set/data/vehicles/3745.png,1.0,[0.29225268 0.08513793 0.         ... 0.         0.         0.        ]
5022,/content/vehicle-detection-image-set/data/non-vehicles/extra5294.png,0.0,[0.25961976 0.         0.11297162 ... 0.         0.         0.        ]
5023,/content/vehicle-detection-image-set/data/vehicles/900.png,1.0,[0.01373487 0.         0.         ... 0.         0.         0.11486285]
5024,/content/vehicle-detection-image-set/data/non-vehicles/extra2375.png,0.0,[0.21470887 0.         0.         ... 0.         0.09567947 0.        ]
5025,/content/vehicle-detection-image-set/data/vehicles/left (401).png,1.0,[0.26814528 0.09080677 0.         ... 0.         0.         0.        ]
5026,/content/vehicle-detection-image-set/data/non-vehicles/extra1150.png,0.0,[0.         0.         0.10378057 ... 0.         0.         0.        ]
5027,/content/vehicle-detection-image-set/data/vehicles/left (312).png,1.0,[0.28290154 0.         0.         ... 0.24357459 0.37965127 0.13910515]
5028,/content/vehicle-detection-image-set/data/non-vehicles/extra2840.png,0.0,[0.06938178 0.         0.18438462 ... 0.         0.         0.        ]
5029,/content/vehicle-detection-image-set/data/non-vehicles/image110.png,0.0,[0.14257676 0.11876546 0.21746255 ... 0.         0.         0.        ]
5030,/content/vehicle-detection-image-set/data/vehicles/far (362).png,1.0,[0.06816152 0.         0.04188197 ... 0.         0.         0.        ]
5031,/content/vehicle-detection-image-set/data/non-vehicles/image383.png,0.0,[0.3783345  0.20524461 0.         ... 0.         0.         0.        ]
5032,/content/vehicle-detection-image-set/data/non-vehicles/extra2138.png,0.0,[0.32563658 0.20499748 0.         ... 0.04525032 0.14309411 0.        ]
5033,/content/vehicle-detection-image-set/data/vehicles/5136.png,1.0,[0.35292057 0.         0.         ... 0.         0.         0.37292889]
5034,/content/vehicle-detection-image-set/data/vehicles/197.png,1.0,[0.22529754 0.         0.         ... 0.34177575 0.         0.        ]
5035,/content/vehicle-detection-image-set/data/vehicles/right (443).png,1.0,[0.31741664 0.         0.33953639 ... 0.         0.         0.        ]
5036,/content/vehicle-detection-image-set/data/vehicles/113.png,1.0,[0.29047855 0.         0.         ... 0.         0.         0.        ]
5037,/content/vehicle-detection-image-set/data/vehicles/middle (404).png,1.0,[0.11461882 0.         0.         ... 0.         0.         0.        ]
5038,/content/vehicle-detection-image-set/data/non-vehicles/image2917.png,0.0,[0.28355376 0.         0.         ... 0.         0.31961199 0.12689564]
5039,/content/vehicle-detection-image-set/data/non-vehicles/extra876.png,0.0,[0.31113691 0.06902585 0.         ... 0.         0.         0.        ]
